ObjectID,LATITUDE,LONGITUDE,LOC_DOCK,NAV_UNIT_ID,NAV_UNIT_GUID,UNLOCODE,NAV_UNIT_NAME,FAC_TYPE,DATA_RECORD_STATUS,LOCATION_DESCRIPTION,STREET_ADDRESS,CITY_OR_TOWN,STATE,ZIPCODE,COUNTY_NAME,COUNTY_FIPS_CODE,CONGRESS,CONGRESS_FIPS,TOWS_LINK_NUM,TOWS_MILE,WTWY,WTWY_NAME,PORT,PORT_NAME,PSA,PSA_NAME,MILE,BANK,OPERATORS,OWNERS,PURPOSE,HIGHWAY_NOTE,RAILWAY_NOTE,COMMODITIES,CONSTRUCTION,MECHANICAL_HANDLING,REMARKS,VERTICAL_DATUM,DEPTH_MIN,DEPTH_MAX,BERTHING_LARGEST,BERTHING_TOTAL,DECK_HEIGHT_MIN,DECK_HEIGHT_MAX,PARENT_OR_CHILD,SERVICE_INITIATION_DATE,x,y
13161,59.546389,-139.73722,94958-120,0ZH0,38726,YAK,"DELTA WESTERN, YAKUTAT WHARF",Dock,Validated for TOWS and Public,"South side of Monti Bay, Yakutat.",,Yakutat,AK,99689,Yakutat,282,112,00,8075,0,4931,"Yakutat Harbor, AK",5004.00,"Yakutat, AK",,,0,South,"Current Operator: Delta Western, Inc. Phone: 907-784-3915 FAX: 907-784-3580",Current Owner: City of Yakutat.,Receipt of petroleum products; and fueling vessels.,"Via Ocean Cape Road (Ankau Road), unpaved, 22 feet wide; from Mallott Avenue, dual lane, each asphalt, various widths.",None.,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases","Timber pile, timber-decked offshore wharf with 111+125- by 15-foot approach from shore.",None.,"Four 4-inch petroleum-product pipelines extend from wharf to thirteen steel storage tanks located at rear; total capacity 25,800 barrels.  Fueling lines serve three hose stations on wharf.",MLLW (Mean Lower Low Water),35,38,112,224,21,21,,14-JUN-1995,-139.73722,59.546389
13162,59.229444,-135.43722,94963-104,0U98,32682,HNS,"CITY OF HAINES, PORT CHILKOOT WHARF",Dock,Validated for TOWS and Public,"Westerly side of Chilkoot Inlet, Haines, at Portage Cove, foot of Portage Street.",,Haines,AK,99827,Haines,100,112,00,8066,0,4864,"Haines Harbor, AK",5005.00,"Haines Borough, AK",,,0,West,"Current Operator: City of Haines and Delta Western, Inc. Phone: 907-766-2448 FAX: 907-766-3010",Current Owner: City of Haines.,Receipt of petroleum products; and mooring cruise vessels.,"Via Beach Road, asphalt, 24 feet wide.",None.,Petroleum and Petroleum Products,"One steel pile, steel- and timber-decked offshore wharf with four steel-pile breasting dolphins in line with face and one timber-decked steel float on north side with 
110- by 5-foot, covered gangway approach; And one timber pile, timber-decked offshore wharf with two steel-pile mooring dolphins on each side at rear of face.  First mentioned wharf has one 125- by 25-foot approach; second has one 425- by 15-foot timber-roadway approach.",None.,"Delta Western, Inc.:  Three 6-inch petroleum-product pipelines extend from wharf to six steel storage tanks at rear; total capacity 25,600 barrels.",MLLW (Mean Lower Low Water),40,46,915,1040,24,24,,01-JAN-1990,-135.43722,59.2294440000001
13163,59.28,-135.45277,94963-106,0U99,32683,HNS,"CITY OF HAINES, P.O.L. TERMINAL DOCK",Dock,Validated for TOWS and Public,"Westerly side of Chilkoot Inlet, Haines, at southerly shore of entrance to Lutak Inlet, approximately 4,000 feet northwest of Tanani Point.",,Haines,AK,,Haines,100,112,00,8067,6,4861,"Taiya Inlet, AK",5005.00,"Haines Borough, AK",,,6,West,,Current Owner: United States Government. Phone: 907-766-2448 FAX: 907-766-3010,Not used.,"Via Lutak Road, asphalt, 24 feet wide.",None.,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Unknown or Not Elsewhere Classified","Steel pile, concrete-decked offshore wharf with two steel-and-concrete breasting dolphins in line with face, each with steel-catwalk approach from shore.  Wharf, fronted by timber fender system, has one 180- by 15-foot roadway approach.",One mast-and-boom derrick with two 30-foot booms for handling hose.,"City of Haines:  At time of '83 survey, dock was in use for receipt and shipment of petroleum products; however at time of '94 survey, operation had shut down and the lines were blanked and storage tanks emptied. When operational, one 16-, four 12-, and one 6-inch pipelines extended from dock to thirteen steel storage tanks at terminal in rear; total capacity 374,000 barrels.",MLLW (Mean Lower Low Water),38,38,780,780,25,25,,01-JAN-1990,-135.45277,59.28
13164,59.281667,-135.46111,94963-107,0U9A,32684,HNS,"STATE OF ALASKA, HAINES FERRY TERMINAL DOCK",Dock,Validated for TOWS and Public,"Westerly side of Chilkoot Inlet, Haines, at southerly shore of Lutak Inlet, approximately 
1.2 miles northwest of Tanani Point.",,Haines,AK,,Haines,100,112,00,8067,6,4861,"Taiya Inlet, AK",5005.00,"Haines Borough, AK",,,6,West,,"Current Owner and Operator: State of Alaska, Department of Transportation and Public Facilities. Phone: 907-766-2862 FAX: 907-766-2239",Landing for passenger-and-vehicular ferry.,"Via Lutak Road, asphalt, 24 feet wide.",None.,"Units (Ferried Autos, Passengers, Railway Cars) | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Produ","Ajustable, steel transfer bridge with one timber pile, timber-decked breasting platform with three steel- breasting dolphins in line with face and one mooring dolphin at rear on southeast side. Steel-sheet-pile cellular bulkhead with concrete-surfaced solid fill in line with face on northwest side, fronted by timber- fender system.",None.,"Wharf is in line and contiguous with adjacent City of Haines, Lutak Dock (Ref. No. 182) providing for continu- ous berthing space.  Terminal building with paved parking lot is located at rear.",MLLW (Mean Lower Low Water),23,25,640,640,25,25,,01-JAN-1990,-135.46111,59.281667
13165,59.286389,-135.47861,94963-108,0U9R,32699,HNS,"CHILKOOT LUMBER CO., HAINES WHARF",Dock,Validated for TOWS and Public,"Westerly side of Chilkoot Inlet, Haines, on south shore of Lutak Inlet, approximately 1.6 miles northwest of Tanani Point.",,Haines,AK,,Haines,100,112,00,8067,6,4861,"Taiya Inlet, AK",5005.00,"Haines Borough, AK",,,6,West,,Current Owner: Ed LaPeyri. Phone: 907-766-3111,Not used.,"Via Lutak Road, asphalt, 24 feet wide.",None.,"Gasoline, Jet Fuel, Kerosene","Timber pile, timber-decked offshore wharf with 125- by 45-foot wharf extension on westerly side; and adjustable steel-transfer bridge in 45-foot recess on southeast side.","One revolving, wood-chip loader chute was not used at time of survey.","Previous to '83 edition, wharf was in use for machine- cutting lumber into boards; however after the survey, it was noted that the operation had shut down. When opera- tional, sawmill was located at rear; open storage area totaled 16 acres.",MLLW (Mean Lower Low Water),12,36,600,850,25,25,,01-JAN-1990,-135.47861,59.286389
13166,59.448702,-135.325509,94965-103,0U9T,32701,SGY,"STATE OF ALASKA, SKAGWAY FERRY TERMINAL DOCK",Dock,Validated for TOWS and Public,"Easterly shore of Taiya Inlet, Skagway, below mouth of Skagway River, at foot of Spring Street extended.",,Skagway,AK,,,230,116,00,8068,0,4812,"Skagway Harbor, AK",4857.00,"Skagway, AK",,,0,East,,"Current Owner and Operator: State of Alaska, Department of Transportation and Public Facilities; and City of Skagway.",Mooring cruise vessels; and landing for passenger-and- vehicular ferry; fueling vessels.,"Via foot of Broadway Street, asphalt, various widths.",None.,"Units (Ferried Autos, Passengers, Railway Cars) | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Produ","Offshore concrete-floating barge with three steel-and- concrete breasting dolphins in line with northwest face, connected by steel catwalk. Wharf has one 160- by 18-foot roadway; and one covered, 138- by 9-foot passenger approaches. ","One 2-ton, electric-hydraulic mast-and-boom derrick with 20-foot boom.","Fuel float, operated by Petro Marine Services, serves one 4- and one 2-inch fuel-oil pipelines extending from storage tanks described under adjacent City of Skayway, Boat-Harbor Floats (Ref. No. 185).  Terminal building and parking area is located at rear.",MLLW (Mean Lower Low Water),25,25,385,385,,,,01-JAN-1990,-135.325509,59.4487020000001
13436,56.911994,-134.461884,93850-207,015J,1344,KAE,SAGINAW BAY,Anchorage,Validated for TOWS,,,KAKE,AK,99830,Wrangell-Petersburg,280,112,00,8043,7,4784,"Frederick Sound, AK",,,,,7,,,,,,,Fish,,,,,,,,,,,,01-JAN-1990,-134.461884,56.911994
13437,54.746563,-132.611944,93827-225,01FZ,1699,HYG,LONG ISLAND (CORDOVA BAY),Open Water,Validated for TOWS,,,HYDABURG,AK,99922,Prince of Wales-Outer Ketchikan,201,112,00,8171,0,4865,"Prince of Wales Is. West Side, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-132.611944,54.746563
13438,54.894178,-132.834609,93827-150,01FW,1696,,DALL ISLAND (DAHL),Dock,Validated for TOWS,,,,AK,,Prince of Wales-Outer Ketchikan,201,113,00,8171,152,4865,"Prince of Wales Is. West Side, AK",,,,,152,,,,,,,,,,,,,,,,,,,01-JAN-1990,-132.834609,54.8941780000001
13439,54.911285,-132.916667,93827-200,01FX,1697,HYG,GRACE HARBOR,Open Water,Validated for TOWS,,,HYDABURG,AK,99922,Prince of Wales-Outer Ketchikan,201,112,00,8171,0,4865,"Prince of Wales Is. West Side, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-132.916667,54.9112850000001
13440,55.79842,-133.593787,93827-250,01G3,1703,,PORT ALICE,Dock,Validated for TOWS,,,,AK,,Prince of Wales-Outer Ketchikan,201,113,00,8022,11,4865,"Prince of Wales Is. West Side, AK",,,,,11,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-133.593787,55.7984200000001
13441,54.742778,-132.843333,93827-345,0152,1328,,SECURITY COVE,Dock,Validated for TOWS,,,,AK,,Prince of Wales-Outer Ketchikan,201,113,00,8171,169,4865,"Prince of Wales Is. West Side, AK",,,,,169,,,,,,,,,,,,,,,,,,,01-JAN-1990,-132.843333,54.742778
13442,55.532484,-133.638333,93827-945,00U0,952,CGA,STEAMBOAT BAY,Open Water,Validated for TOWS,,,CRAIG,AK,99921,Prince of Wales-Outer Ketchikan,201,112,00,8170,0,4865,"Prince of Wales Is. West Side, AK",,,,,0,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Sulphur (Dry), Clay & Salt | Paper & Allied Products | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Fish | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-133.638333,55.5324840000001
13443,56.24161,-133.748218,93835-199,00UC,964,KPB,PORT PROTECTION,Dock,Validated for TOWS,,,POINT BAKER,AK,99927,Prince of Wales-Outer Ketchikan,201,112,00,8026,34,4781,"Sumner Strait, AK",,,,,34,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-133.748218,56.24161
13444,56.380876,-133.51708,93835-220,00UH,969,KPB,RED BAY,Dock,Validated for TOWS,,,POINT BAKER,AK,99927,Prince of Wales-Outer Ketchikan,201,112,00,8028,50,4781,"Sumner Strait, AK",,,,,50,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-133.51708,56.3808760000001
13445,56.462894,-133.096944,93835-227,00UJ,970,PSG,LEVEL ISLANDS,Dock,Validated for TOWS,,,PETERSBURG,AK,99833,Wrangell-Petersburg,280,112,00,8030,65,4781,"Sumner Strait, AK",4826.00,"Petersburg, AK",,,65,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",,,,,,,,,,,,01-JAN-1990,-133.096944,56.4628940000001
13446,56.468827,-132.386086,93819-100,01HC,1746,WRG,WRANGELL ANCHORAGE,Anchorage,Validated for TOWS,,,WRANGELL,AK,99929,Wrangell-Petersburg,280,112,00,8169,0,4802,"Wrangell Harbor, AK",4795.00,"Wrangell, AK",,,0,,,,,,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Forest Products, Lumber, Logs, Woodchips | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Primary Wood Products; Veneer; Plywood",,,,,,,,,,,,01-JAN-1990,-132.386086,56.468827
13447,55.202514,-132.824886,93823-100,015Z,1359,MTM,ANCHORAGE HYDABURG,Anchorage,Validated for TOWS,,,METLAKATLA,AK,99926,Prince of Wales-Outer Ketchikan,201,116,00,8016,0,4885,"Hydaburg, AK",4885.00,"Hydaburg, AK",,,0,,,,,,,,,,,,,,,,,,,01-JAN-1990,-132.824886,55.2025140000001
13454,58.035669,-152.734091,95300-605,0NPM,26235,ORI,"WHITESTONE LOGGING, INC. KAZAKOF BAY",Dock,Validated for TOWS,,,PORT LIONS,AK,99550,Kodiak Island,150,112,00,8151,0,4932,"Afognak Bay, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,16-JUN-2003,-152.734091,58.035669
13455,66.90409,-162.573123,98540-115,0YRF,37857,OTZ,"DRAKE CONSTRUCTION, KOTZEBUE DOCK",Dock,Validated for TOWS and Public,"Northwesterly shore of Baldwin Peninsula, at Kotzebue Sound, approximately 1 1/2 miles north of Kotzebue Airport.",,Kotzebue,AK,,Northwest Arctic,188,116,00,8274,40,4893,"Kotzebue Sound, AK",,,,,40,,"Current Operator: Drake Construction, Inc.; and Crowley Marine Services, Inc. Phone: 907-442-3512 FAX: 907/442-2604","Current Owner: Drake Construction, Inc.",Receipt of sand and gravel; mooring vessels for maintenance and repair.,"Via Second Avenue, gravel, various widths.",None.,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | All Manufactured Equipment, Machinery and Products",One grounded steel barge end-to shore.,Five front-end loaders with 3 1/2- to 5-cubic-yard buckets.,"Approximately 1 1/2 acres of open area at rear is used for repair-and-maintenance of vessels hauled-out by tractor.  Open storage area at rear has capacity for 25,000 tons of material.",MLLW (Mean Lower Low Water),4,4,24,24,4,4,,17-JUN-2003,-162.573123,66.9040900000001
13456,66.902075,-162.589739,98540-117,0NPN,26236,WTK,BEACH AREA - KOTZEBUE,Dock,Validated for TOWS,,,NOATAK,AK,99761,Northwest Arctic,188,116,00,8274,40,4893,"Kotzebue Sound, AK",,,,,40,,,,,,,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material",,,,,,,,,,,,17-JUN-2003,-162.589739,66.9020750000001
13457,66.776853,-162.012204,98550-120,0NPP,26237,IAN,NIMIUK POINT BEACH,Dock,Validated for TOWS,,,KIANA,AK,99749,Northwest Arctic,188,116,00,8276,20,4895,"Kobuk River, AK",,,,,20,,,,,,,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material",,,,,,,,,,,,17-JUN-2003,-162.012204,66.7768530000001
13460,59.054792,-160.318911,96398-401,0P9K,26913,DLG,CAPE PEIRCE,Dock,Validated for TOWS,,,DILLINGHAM,AK,99576,Dillingham,70,112,00,8227,0,4889,"Togiak Bay, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene",,,,,,,,,,,,07-JUL-2003,-160.318911,59.0547920000001
13506,55.337778,-131.63666,93810-121,0UMZ,33115,KTN,KETCHIKAN TRIDENT SEAFOODS DOCK,Dock,Validated for TOWS and Public,"Left bank, Tongass Narrows, Ketchikan, opposite Pennock Island, at southeast foot of Deermont Street extended.",720 Stedman Street.,Ketchikan,AK,99901,Ketchikan Gateway,130,113,00,8103,3,4770,"Tongass Narrows, AK",4827.00,"Ketchikan, AK",,,3,Left,,Current Owner and Operator: Trident Seafoods Corp. Phone: 907-225-4191 FAX: 907-225-8317,Receipt of seafood; and icing fishing vessels.,"Via plant road, asphalt, 20 feet wide; from Stedman Street, asphalt, 26 feet wide.",None.,Fish,"Timber pile, timber-decked offshore wharf with series of 15-foot-wide concrete floats moored to two steel-pile dolphins at southeast side of wharf. Wharf has one 125- by 12-foot approach at southeast side. ","One 12-ton, diesel crawler crane with one 1/2- and one 2-ton electric hoists on 36-foot boom unload seafood into ground-level hopper served by one 30-inch, electric belt- conveyer extending from wharf into plant at rear.  Open storage area serves eight 2- to 2 1/2-ton, LP-gas forklift trucks.","An additional conveyor with elevator for handling seafood is located at series of concrete floats moored to south- east side of wharf.  
Seafood-processing plant, cannery, and private warehouse is located at rear.  Ice plant has production capacity of 100 tons per day.",MLLW (Mean Lower Low Water),30,30,170,170,22,22,,01-JAN-1990,-131.63666,55.3377780000001
13507,57.129421,-135.381459,94845-502,0U68,32580,SIT,ALASKA FERRY TERMINAL (SITKA),Dock,Validated for TOWS and Public,"Starrigavan Bay, Sitka, approximately 5.6 miles north of O'Connell Bridge, at northerly side of Halibut Point.",5307 Halibut Point Road.,Sitka,AK,99835,Sitka,220,116,00,8050,0,4808,"Sitka Harbor, AK",,,,,0,South,,"Current Owner and Operator: State of Alaska, Department of Transportation and Public Facilities. Phone: 907-747-8737 FAX: 907-747-3076",Landing for passenger-and-vehicular ferry.,"Via plant road, asphalt-and-concrete, 18 feet wide; from Halibut Point Road, asphalt, 24 feet wide.",None.,"Units (Ferried Autos, Passengers, Railway Cars) | Petroleum Products NEC | Other Chemicals and Related Products | Sulphur (Dry), Clay & Salt | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Other Agricultural Products; Food and Kindred Produ","Steel-float-supported steel truss, steel-grating-decked transfer bridge with breasting dolphins on each side; and one 100- by 20-foot breasting platform on each side of bridge with steel-breasting dolphins in line with face, connected by steel catwalks. A mooring dolphin is located at rear of west side. ",None.,Terminal building and paved parking area is located at rear.,MLLW (Mean Lower Low Water),30,30,460,460,,,,01-JAN-1990,-135.381459,57.129421
13508,59.450278,-135.32472,94965-106,0ZH2,38728,SGY,BROADWAY DOCK - MIDDLE OF SKAGWAY HARBOR (CRUISE),Dock,Validated for TOWS and Public,"Easterly shore of Taiya Inlet, Skagway, below mouth of Skagway River, at east of foot of State Street extended.",,Skagway,AK,99840,Skagway-Hoonah-Angoon,232,112,00,8068,0,4812,"Skagway Harbor, AK",4857.00,"Skagway, AK",,,0,East,Current Operator: Skagway Terminal Co. Phone: 907-983-2214 FAX: 907-983-2017,Current Owner: Skagway Terminal Co. dba White Pass & Yukon Route.,Mooring cruise vessels.,"Via foot of Broadway Street, asphalt, various widths.",None.,"Gasoline, Jet Fuel, Kerosene","Steel pile, concrete-decked offshore wharf with four steel-pile breasting dolphins on south side in line with face connected by steel catwalk; and three mooring dolphins on north side at rear of face fronting approach. Wharf has one 84- by 24-foot approach from southerly side; and one 400- by 13-foot approach from northerly side.  Wharf fronted by steel-timber-and-rubber fender system.",None.,-,MLLW (Mean Lower Low Water),35,35,800,800,24,24,,14-JUN-1995,-135.32472,59.4502780000001
13509,58.296498,-134.41538,94811-200,00WY,1052,JNU,JUNEAU HARBOR,Open Water,Validated for TOWS,,,JUNEAU,AK,99801,Juneau,110,112,00,8071,0,4810,"Juneau Harbor, AK",4823.00,"Juneau, AK",,,0,,,,,,,"Units (Ferried Autos, Passengers, Railway Cars) | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Fish | All Manufactured Equipment, Machinery and Prod",,,,,,,,,,,,01-JAN-1990,-134.41538,58.296498
